fp.3.Luci_03G08.ctg.ctg7180000034479 fp.2.Luci_02H12.ctg.ctg7180000019811
fp.3.Luci_16G01.ctg.ctg7180000364389 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02E05.ctg.ctg7180000087762 fp.2.Luci_02H12.ctg.ctg7180000020021
fp.3.Luci_22E03.ctg.ctg7180000190344 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03C04.ctg.jtg7180000046040r_7180000053177f fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_20A04.ctg.jtg7180000277758f_7180000261545r_7180000277759f fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_02A12.ctg.ctg7180000030227 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_02E06.ctg.jtg7180000036708r_7180000046553f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02A06.ctg.ctg7180000055999 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_12E03.ctg.ctg7180000066929 fp.2.Luci_02H12.ctg.ctg7180000019642
fp.3.Luci_10E07.ctg.ctg7180000202199 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05C12.ctg.ctg7180000095192 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01B09.ctg.ctg7180000033273 fp.2.Luci_02H12.ctg.ctg7180000020609
fp.3.Luci_17E06.ctg.ctg7180000111092 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.2.Luci_18F10.ctg.ctg7180000229538 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_05A03.ctg.jtg7180000102999f_7180000103000f_7180000103001f fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_04E07.ctg.ctg7180000037721 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05F07.ctg.jtg7180000060308f_7180000045866f fp.2.Luci_02H12.ctg.ctg7180000019968
fp.2.Luci_18H07.ctg.ctg7180000203806 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_81B04.ctg.ctg7180000127223 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_01C08.ctg.ctg7180000105253 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03F10.ctg.ctg7180000124312 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03D08.ctg.ctg7180000026967 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02G08.ctg.jtg7180000043526f_7180000043527f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03C05.ctg.ctg7180000078596 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.2.Luci_02H12.ctg.ctg7180000027398 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_19G07.ctg.jtg7180000297556r_7180000321393f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_05G05.ctg.ctg7180000102641 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_04G11.ctg.ctg7180000200468 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01C03.ctg.jtg7180000050592r_7180000067934f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02G07.ctg.ctg7180000051005 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_17G12.ctg.jtg7180000237031f_7180000237032f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_15G12.ctg.ctg7180000131282 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04A05.ctg.ctg7180000121603 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_03C05.ctg.ctg7180000090003 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_02H02.ctg.ctg7180000091667 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_15E07.ctg.jtg7180000216419r_7180000213764r_7180000245623f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03G04.ctg.ctg7180000017774 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_05D11.ctg.ctg7180000075255 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_52C12.ctg.ctg7180000845973 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.2.Luci_18F10.ctg.ctg7180000227990 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_03G10.ctg.ctg7180000029805 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01B05.ctg.ctg7180000072012 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_14F07.ctg.ctg7180000129483 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_14F10.ctg.jtg7180000138287f_7180000137716f_7180000125066r_7180000119840r_7180000119792f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_03A05.ctg.ctg7180000024940 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_07F12.ctg.ctg7180000367394 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_16D06.ctg.ctg7180000143216 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_03C08.ctg.ctg7180000060976 fp.2.Luci_02H12.ctg.ctg7180000020197
fp.3.Luci_02H11.ctg.ctg7180000015899 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_99A10.ctg.ctg7180000368775 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02C12.ctg.ctg7180000080685 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03E06.ctg.ctg7180000016792 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_52G05.ctg.jtg7180000320206f_7180000372626f_7180000479969r fp.2.Luci_02H12.ctg.ctg7180000019952
fp.2.Luci_81F01.ctg.ctg7180000243316 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05D12.ctg.jtg7180000097196f_7180000093869r fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_03B01.ctg.ctg7180000028804 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_02B12.ctg.ctg7180000044251 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_02A04.ctg.ctg7180000024848 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_06B06.ctg.ctg7180000049517 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_04H02.ctg.ctg7180000176793 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_02D10.ctg.ctg7180000099863 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_16C04.ctg.ctg7180000270145 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05A07.ctg.ctg7180000087003 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_16C08.ctg.ctg7180000140435 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02G09.ctg.ctg7180000029572 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_51F02.ctg.ctg7180001438201 fp.2.Luci_02H12.ctg.ctg7180000020334
fp.3.Luci_12C02.ctg.ctg7180000230303 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_13G07.ctg.jtg7180000123272f_7180000123273f fp.2.Luci_02H12.ctg.ctg7180000020274
fp.3.Luci_61K04.ctg.ctg7180000738291 fp.2.Luci_02H12.ctg.ctg7180000020540
fp.3.Luci_01D08.ctg.ctg7180000094706 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05H12.ctg.ctg7180000078720 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05A04.ctg.ctg7180000046548 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_04H10.ctg.ctg7180000189344 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_15H04.ctg.ctg7180000361384 fp.2.Luci_02H12.ctg.ctg7180000020600
fp.3.Luci_03G08.ctg.ctg7180000044831 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_01H01.ctg.ctg7180000049180 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01A07.ctg.ctg7180000033623 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_12C01.ctg.ctg7180000202446 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01D10.ctg.ctg7180000189167 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05H04.ctg.ctg7180000024045 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_13C04.ctg.ctg7180000163545 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.2.Luci_18B07.ctg.ctg7180000226496 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03F05.ctg.ctg7180000024513 fp.2.Luci_02H12.ctg.ctg7180000019864
fp.3.Luci_05B04.ctg.jtg7180000113907f_7180000113908f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_16H02.ctg.ctg7180000269905 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03B12.ctg.ctg7180000082088 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05E05.ctg.ctg7180000025399 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_52H12.ctg.ctg7180000456710 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_81B02.ctg.ctg7180000171254 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01B02.ctg.ctg7180000063260 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_03D07.ctg.ctg7180000042925 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_12E11.ctg.ctg7180000199675 fp.2.Luci_02H12.ctg.ctg7180000020543
fp.3.Luci_05F11.ctg.ctg7180000040843 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05G12.ctg.ctg7180000090544 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_05B09.ctg.ctg7180000085435 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_20H12.ctg.ctg7180000233744 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_03G01.ctg.ctg7180000020002 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_17D10.ctg.ctg7180000131065 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_02B05.ctg.ctg7180000208137 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_09F04.ctg.ctg7180000286596 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_01F06.ctg.ctg7180000163515 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_13B02.ctg.ctg7180000080417 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_02D11.ctg.ctg7180000166560 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_15H02.ctg.ctg7180000351513 fp.2.Luci_02H12.ctg.ctg7180000019945
fp.3.Luci_19H05.ctg.jtg7180000227256r_7180000243521f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_81B04.ctg.ctg7180000127416 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05C07.ctg.ctg7180000023336 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_03E09.ctg.ctg7180000040211 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_11C01.ctg.ctg7180000109690 fp.2.Luci_02H12.ctg.ctg7180000019945
fp.3.Luci_05C10.ctg.ctg7180000076444 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_01D01.ctg.ctg7180000112636 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01D09.ctg.ctg7180000048071 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_12F08.ctg.ctg7180000204740 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_81B06.ctg.ctg7180000128988 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02H01.ctg.jtg7180000080258f_7180000080259f fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_03F01.ctg.ctg7180000026424 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05B01.ctg.ctg7180000119099 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_52F12.ctg.jtg7180000718871f_7180000425195r_7180000711214f_7180000718872f fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_09H08.ctg.ctg7180000152928 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_52F12.ctg.jtg7180000712177r_7180000516063r_7180000727424f fp.2.Luci_02H12.ctg.ctg7180000019821
fp.3.Luci_09B12.ctg.ctg7180000302816 fp.2.Luci_02H12.ctg.ctg7180000019705
fp.3.Luci_05G02.ctg.ctg7180000092196 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_01D08.ctg.ctg7180000095043 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05C08.ctg.ctg7180000074638 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_04A02.ctg.ctg7180000092219 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_16E03.ctg.ctg7180000127154 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04A11.ctg.ctg7180000119265 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_17E05.ctg.ctg7180000086768 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_02H01.ctg.ctg7180000076812 fp.2.Luci_02H12.ctg.ctg7180000019776
fp.3.Luci_61K02.ctg.ctg7180000873732 fp.2.Luci_02H12.ctg.ctg7180000019743
fp.3.Luci_01H03.ctg.ctg7180000152355 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05A03.ctg.jtg7180000059893f_7180000060983f_7180000101208f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01A02.ctg.ctg7180000034287 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_20A11.ctg.jtg7180000310346f_7180000310347f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01F01.ctg.ctg7180000050040 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_05C11.ctg.jtg7180000051787f_7180000054541f_7180000082565f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03A09.ctg.ctg7180000078438 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_02C08.ctg.ctg7180000042155 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_81E06.ctg.ctg7180000227511 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_14B07.ctg.ctg7180000106545 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_52B08.ctg.ctg7180000518655 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_06B03.ctg.ctg7180000068968 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_02F10.ctg.ctg7180000040802 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_04H01.ctg.ctg7180000138622 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02F07.ctg.ctg7180000044297 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_51F02.ctg.jtg7180001446317f_7180001446318f_7180001432072f_7180001446319f fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_21C12.ctg.ctg7180000243015 fp.2.Luci_02H12.ctg.ctg7180000019876
fp.3.Luci_81B03.ctg.ctg7180000179446 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_17H05.ctg.ctg7180000119870 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_01B05.ctg.ctg7180000053703 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01E08.ctg.ctg7180000155388 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_03E02.ctg.ctg7180000018564 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_52B09.ctg.jtg7180001052985f_7180000658545r_7180000697965f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_81B09.ctg.ctg7180000092535 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05H06.ctg.ctg7180000043938 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_18C02.ctg.ctg7180000214458 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_01C01.ctg.ctg7180000026370 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05E05.ctg.ctg7180000024639 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_81B03.ctg.ctg7180000182968 fp.2.Luci_02H12.ctg.ctg7180000019733
fp.3.Luci_10C11.ctg.jtg7180000172610f_7180000172611f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_22E03.ctg.ctg7180000238164 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_20A11.ctg.ctg7180000313593 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_64K08.ctg.ctg7180001410632 fp.2.Luci_02H12.ctg.ctg7180000019634
fp.3.Luci_20B01.ctg.ctg7180000250793 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_63K02.ctg.ctg7180000600589 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_11E01.ctg.ctg7180000124125 fp.2.Luci_02H12.ctg.ctg7180000020164
fp.3.Luci_11F12.ctg.ctg7180000284380 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_07F08.ctg.ctg7180000269997 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.2.Luci_81F01.ctg.ctg7180000254357 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_01D10.ctg.ctg7180000122483 fp.2.Luci_02H12.ctg.ctg7180000020270
fp.3.Luci_01F04.ctg.ctg7180000020946 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_52G04.ctg.jtg7180000527352f_7180000512402f_7180000512406f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_52E04.ctg.ctg7180000487108 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05E05.ctg.ctg7180000025990 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_09F01.ctg.jtg7180000090533r_7180000112825f_7180000095766f_7180000093057r_7180000100405f_7180000093060r_7180000093013f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_04E10.ctg.ctg7180000038315 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_01A12.ctg.ctg7180000022950 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04F08.ctg.ctg7180000183010 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_10B03.ctg.ctg7180000134957 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_05E03.ctg.ctg7180000021595 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03A07.ctg.ctg7180000060068 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_01B01.ctg.ctg7180000031792 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01H06.ctg.ctg7180000028383 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05D10.ctg.ctg7180000086568 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05C06.ctg.ctg7180000101273 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_16C05.ctg.ctg7180000166246 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_03G08.ctg.ctg7180000034519 fp.2.Luci_02H12.ctg.ctg7180000020012
fp.3.Luci_52F10.ctg.ctg7180000327846 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.2.Luci_81C04.ctg.ctg7180000235961 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01B06.ctg.ctg7180000028865 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_61K06.ctg.ctg7180000706395 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_02B03.ctg.ctg7180000134977 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_06B05.ctg.ctg7180000080985 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_12F10.ctg.ctg7180000171866 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_05C09.ctg.ctg7180000102227 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_05E04.ctg.ctg7180000026580 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_09A08.ctg.ctg7180000125202 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05C11.ctg.jtg7180000083541f_7180000083542f_7180000083543f fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_15D12.ctg.jtg7180000183613f_7180000172856f_7180000183300f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_20A10.ctg.ctg7180000279939 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05A08.ctg.ctg7180000093395 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_19G07.ctg.ctg7180000322339 fp.2.Luci_02H12.ctg.ctg7180000020164
fp.3.Luci_07A02.ctg.jtg7180000146191f_7180000146192f fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01A11.ctg.ctg7180000033954 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_11F06.ctg.ctg7180000220200 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_05D08.ctg.ctg7180000188122 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_04A01.ctg.ctg7180000120178 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_04H02.ctg.ctg7180000173325 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_61K02.ctg.jtg7180000846988f_7180000836610f fp.2.Luci_02H12.ctg.ctg7180000020138
fp.3.Luci_01E01.ctg.jtg7180000207415f_7180000207416f fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_02H11.ctg.ctg7180000015641 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_03E03.ctg.ctg7180000026696 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_12B06.ctg.ctg7180000241170 fp.2.Luci_02H12.ctg.ctg7180000019628
fp.3.Luci_09H04.ctg.ctg7180000195691 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05B03.ctg.ctg7180000020209 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_51A01.ctg.jtg7180000209434f_7180000209435f_7180000209436f_7180000134144r fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05B03.ctg.ctg7180000020639 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_03D07.ctg.ctg7180000042628 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_16C02.ctg.jtg7180000192177r_7180000194794f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_15B03.ctg.jtg7180000258413f_7180000258414f_7180000258415f fp.2.Luci_02H12.ctg.ctg7180000020555
fp.3.Luci_52D08.ctg.jtg7180000319700f_7180000330166f fp.2.Luci_02H12.ctg.ctg7180000019714
fp.3.Luci_12A08.ctg.jtg7180000144687f_7180000165696f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_10A02.ctg.ctg7180000235277 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_05H12.ctg.ctg7180000082734 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01G12.ctg.ctg7180000049975 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05H10.ctg.ctg7180000108871 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_21D01.ctg.ctg7180000234417 fp.2.Luci_02H12.ctg.ctg7180000020280
fp.3.Luci_13G02.ctg.ctg7180000197349 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_12G02.ctg.ctg7180000192896 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_17H04.ctg.ctg7180000100763 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_04A04.ctg.jtg7180000082619r_7180000120261f fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_23C06.ctg.ctg7180000160121 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_06B03.ctg.ctg7180000037992 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_81B06.ctg.ctg7180000126478 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_04A01.ctg.ctg7180000093608 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_15H09.ctg.jtg7180000205063r_7180000206371f fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_04A03.ctg.ctg7180000119221 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_03G02.ctg.ctg7180000017633 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_81C08.ctg.ctg7180000297984 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_12B02.ctg.ctg7180000120680 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_02A01.ctg.ctg7180000072450 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_05B08.ctg.ctg7180000094255 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_04H04.ctg.ctg7180000193876 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_03G08.ctg.ctg7180000034581 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_16D02.ctg.ctg7180000323456 fp.2.Luci_02H12.ctg.ctg7180000020114
fp.3.Luci_09E12.ctg.ctg7180000107433 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_52F07.ctg.ctg7180000847044 fp.2.Luci_02H12.ctg.ctg7180000019913
fp.3.Luci_03E06.ctg.ctg7180000016792 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_19D01.ctg.ctg7180000323518 fp.2.Luci_02H12.ctg.ctg7180000019908
fp.3.Luci_71B03.ctg.ctg7180000559983 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_03H01.ctg.ctg7180000025507 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_15D01.ctg.ctg7180000256659 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05C01.ctg.jtg7180000054573r_7180000097735f fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_10H12.ctg.ctg7180000351664 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_64K01.ctg.ctg7180000385079 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_21D09.ctg.jtg7180000275875f_7180000199601f_7180000214782r_7180000275876f fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_01E12.ctg.jtg7180000053722f_7180000043673f_7180000053723f fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_21B12.ctg.ctg7180000234248 fp.2.Luci_02H12.ctg.ctg7180000020264
